BIP39 dice table -- throw 5d6, read left to right    page 1 of 45
1632 of 7776 throws say (reroll)  this page: 1-1-1-1-1 .. 1-1-5-5-6

1-1-1-1-1  abandon     1-1-2-4-5  also        1-1-4-2-3  attend
5-5-2-2-6  wheat       5-5-3-6-4  (reroll)    5-5-5-4-2  (reroll)
5-5-2-3-1  wheel       5-5-3-6-5  (reroll)    5-5-5-4-3  (reroll)
5-5-2-3-2  when        5-5-3-6-6  (reroll)    5-5-5-4-4  (reroll)
5-5-2-3-3  where       5-5-4-1-1  (reroll)    5-5-5-4-5  (reroll)
5-5-2-3-4  whip        5-5-4-1-2  (reroll)    5-5-5-4-6  (reroll)
5-5-2-3-5  whisper     5-5-4-1-3  (reroll)    5-5-5-5-1  (reroll)
5-5-2-3-6  wide        5-5-4-1-4  (reroll)    5-5-5-5-2  (reroll)
5-5-2-4-1  width       5-5-4-1-5  (reroll)    5-5-5-5-3  (reroll)
5-5-2-4-2  wife        5-5-4-1-6  (reroll)    5-5-5-5-4  (reroll)
5-5-2-4-3  wild        5-5-4-2-1  (reroll)    5-5-5-5-5  (reroll)
5-5-2-4-4  will        5-5-4-2-2  (reroll)    5-5-5-5-6  (reroll)
5-5-2-4-5  win         5-5-4-2-3  (reroll)    5-5-5-6-1  (reroll)
5-5-2-4-6  window      5-5-4-2-4  (reroll)    5-5-5-6-2  (reroll)
5-5-2-5-1  wine        5-5-4-2-5  (reroll)    5-5-5-6-3  (reroll)
5-5-2-5-2  wing        5-5-4-2-6  (reroll)    5-5-5-6-4  (reroll)
5-5-2-5-3  wink        5-5-4-3-1  (reroll)    5-5-5-6-5  (reroll)
5-5-2-5-4  winner      5-5-4-3-2  (reroll)    5-5-5-6-6  (reroll)
5-5-2-5-5  winter      5-5-4-3-3  (reroll)    5-5-6-1-1  (reroll)
5-5-2-5-6  wire        5-5-4-3-4  (reroll)    5-5-6-1-2  (reroll)
5-5-2-6-1  wisdom      5-5-4-3-5  (reroll)    5-5-6-1-3  (reroll)
5-5-2-6-2  wise        5-5-4-3-6  (reroll)    5-5-6-1-4  (reroll)
5-5-2-6-3  wish        5-5-4-4-1  (reroll)    5-5-6-1-5  (reroll)
5-5-2-6-4  witness     5-5-4-4-2  (reroll)    5-5-6-1-6  (reroll)
5-5-2-6-5  wolf        5-5-4-4-3  (reroll)    5-5-6-2-1  (reroll)
5-5-2-6-6  woman       5-5-4-4-4  (reroll)    5-5-6-2-2  (reroll)
5-5-3-1-1  wonder      5-5-4-4-5  (reroll)    5-5-6-2-3  (reroll)
5-5-3-1-2  wood        5-5-4-4-6  (reroll)    5-5-6-2-4  (reroll)
5-5-3-1-3  wool        5-5-4-5-1  (reroll)    5-5-6-2-5  (reroll)
5-5-3-1-4  word        5-5-4-5-2  (reroll)    5-5-6-2-6  (reroll)
5-5-3-1-5  work        5-5-4-5-3  (reroll)    5-5-6-3-1  (reroll)
5-5-3-1-6  world       5-5-4-5-4  (reroll)    5-5-6-3-2  (reroll)
5-5-3-2-1  worry       5-5-4-5-5  (reroll)    5-5-6-3-3  (reroll)
5-5-3-2-2  worth       5-5-4-5-6  (reroll)    5-5-6-3-4  (reroll)
5-5-3-2-3  wrap        5-5-4-6-1  (reroll)    5-5-6-3-5  (reroll)
5-5-3-2-4  wreck       5-5-4-6-2  (reroll)    5-5-6-3-6  (reroll)
5-5-3-2-5  wrestle     5-5-4-6-3  (reroll)    5-5-6-4-1  (reroll)
5-5-3-2-6  wrist       5-5-4-6-4  (reroll)    5-5-6-4-2  (reroll)
5-5-3-3-1  write       5-5-4-6-5  (reroll)    5-5-6-4-3  (reroll)
5-5-3-3-2  wrong       5-5-4-6-6  (reroll)    5-5-6-4-4  (reroll)
5-5-3-3-3  yard        5-5-5-1-1  (reroll)    5-5-6-4-5  (reroll)
5-5-3-3-4  year        5-5-5-1-2  (reroll)    5-5-6-4-6  (reroll)
5-5-3-3-5  yellow      5-5-5-1-3  (reroll)    5-5-6-5-1  (reroll)
5-5-3-3-6  you         5-5-5-1-4  (reroll)    5-5-6-5-2  (reroll)
5-5-3-4-1  young       5-5-5-1-5  (reroll)    5-5-6-5-3  (reroll)
5-5-3-4-2  youth       5-5-5-1-6  (reroll)    5-5-6-5-4  (reroll)
5-5-3-4-3  zebra       5-5-5-2-1  (reroll)    5-5-6-5-5  (reroll)
5-5-3-4-4  zero        5-5-5-2-2  (reroll)    5-5-6-5-6  (reroll)
5-5-3-4-5  zone        5-5-5-2-3  (reroll)    5-5-6-6-1  (reroll)
5-5-3-4-6  zoo         5-5-5-2-4  (reroll)    5-5-6-6-2  (reroll)
5-5-3-5-1  (reroll)    5-5-5-2-5  (reroll)    5-5-6-6-3  (reroll)
5-5-3-5-2  (reroll)    5-5-5-2-6  (reroll)    5-5-6-6-4  (reroll)
5-5-3-5-3  (reroll)    5-5-5-3-1  (reroll)    5-5-6-6-5  (reroll)
5-5-3-5-4  (reroll)    5-5-5-3-2  (reroll)    5-5-6-6-6  (reroll)

BIP39 dice table -- throw 5d6, read left to right   page 37 of 45
1632 of 7776 throws say (reroll)  this page: 5-6-1-1-1 .. 5-6-5-5-6

5-6-1-1-1  (reroll)    5-6-2-4-5  (reroll)    5-6-4-2-3  (reroll)
5-6-1-1-2  (reroll)    5-6-2-4-6  (reroll)    5-6-4-2-4  (reroll)
5-6-1-1-3  (reroll)    5-6-2-5-1  (reroll)    5-6-4-2-5  (reroll)
5-6-1-1-4  (reroll)    5-6-2-5-2  (reroll)    5-6-4-2-6  (reroll)
5-6-1-1-5  (reroll)    5-6-2-5-3  (reroll)    5-6-4-3-1  (reroll)
5-6-1-1-6  (reroll)    5-6-2-5-4  (reroll)    5-6-4-3-2  (reroll)
5-6-1-2-1  (reroll)    5-6-2-5-5  (reroll)    5-6-4-3-3  (reroll)
5-6-1-2-2  (reroll)    5-6-2-5-6  (reroll)    5-6-4-3-4  (reroll)
5-6-1-2-3  (reroll)    5-6-2-6-1  (reroll)    5-6-4-3-5  (reroll)
5-6-1-2-4  (reroll)    5-6-2-6-2  (reroll)    5-6-4-3-6  (reroll)
5-6-1-2-5  (reroll)    5-6-2-6-3  (reroll)    5-6-4-4-1  (reroll)
5-6-1-2-6  (reroll)    5-6-2-6-4  (reroll)    5-6-4-4-2  (reroll)
5-6-1-3-1  (reroll)    5-6-2-6-5  (reroll)    5-6-4-4-3  (reroll)
5-6-1-3-2  (reroll)    5-6-2-6-6  (reroll)    5-6-4-4-4  (reroll)
5-6-1-3-3  (reroll)    5-6-3-1-1  (reroll)    5-6-4-4-5  (reroll)
5-6-1-3-4  (reroll)    5-6-3-1-2  (reroll)    5-6-4-4-6  (reroll)
5-6-1-3-5  (reroll)    5-6-3-1-3  (reroll)    5-6-4-5-1  (reroll)
5-6-1-3-6  (reroll)    5-6-3-1-4  (reroll)    5-6-4-5-2  (reroll)
5-6-1-4-1  (reroll)    5-6-3-1-5  (reroll)    5-6-4-5-3  (reroll)
5-6-1-4-2  (reroll)    5-6-3-1-6  (reroll)    5-6-4-5-4  (reroll)
5-6-1-4-3  (reroll)    5-6-3-2-1  (reroll)    5-6-4-5-5  (reroll)
5-6-1-4-4  (reroll)    5-6-3-2-2  (reroll)    5-6-4-5-6  (reroll)
5-6-1-4-5  (reroll)    5-6-3-2-3  (reroll)    5-6-4-6-1  (reroll)
5-6-1-4-6  (reroll)    5-6-3-2-4  (reroll)    5-6-4-6-2  (reroll)
5-6-1-5-1  (reroll)    5-6-3-2-5  (reroll)    5-6-4-6-3  (reroll)
5-6-1-5-2  (reroll)    5-6-3-2-6  (reroll)    5-6-4-6-4  (reroll)
5-6-1-5-3  (reroll)    5-6-3-3-1  (reroll)    5-6-4-6-5  (reroll)
5-6-1-5-4  (reroll)    5-6-3-3-2  (reroll)    5-6-4-6-6  (reroll)
5-6-1-5-5  (reroll)    5-6-3-3-3  (reroll)    5-6-5-1-1  (reroll)
5-6-1-5-6  (reroll)    5-6-3-3-4  (reroll)    5-6-5-1-2  (reroll)
5-6-1-6-1  (reroll)    5-6-3-3-5  (reroll)    5-6-5-1-3  (reroll)
5-6-1-6-2  (reroll)    5-6-3-3-6  (reroll)    5-6-5-1-4  (reroll)
5-6-1-6-3  (reroll)    5-6-3-4-1  (reroll)    5-6-5-1-5  (reroll)
5-6-1-6-4  (reroll)    5-6-3-4-2  (reroll)    5-6-5-1-6  (reroll)
5-6-1-6-5  (reroll)    5-6-3-4-3  (reroll)    5-6-5-2-1  (reroll)
5-6-1-6-6  (reroll)    5-6-3-4-4  (reroll)    5-6-5-2-2  (reroll)
5-6-2-1-1  (reroll)    5-6-3-4-5  (reroll)    5-6-5-2-3  (reroll)
5-6-2-1-2  (reroll)    5-6-3-4-6  (reroll)    5-6-5-2-4  (reroll)
5-6-2-1-3  (reroll)    5-6-3-5-1  (reroll)    5-6-5-2-5  (reroll)
5-6-2-1-4  (reroll)    5-6-3-5-2  (reroll)    5-6-5-2-6  (reroll)
5-6-2-1-5  (reroll)    5-6-3-5-3  (reroll)    5-6-5-3-1  (reroll)
5-6-2-1-6  (reroll)    5-6-3-5-4  (reroll)    5-6-5-3-2  (reroll)
5-6-2-2-1  (reroll)    5-6-3-5-5  (reroll)    5-6-5-3-3  (reroll)
5-6-2-2-2  (reroll)    5-6-3-5-6  (reroll)    5-6-5-3-4  (reroll)
5-6-2-2-3  (reroll)    5-6-3-6-1  (reroll)    5-6-5-3-5  (reroll)
5-6-2-2-4  (reroll)    5-6-3-6-2  (reroll)    5-6-5-3-6  (reroll)
5-6-2-2-5  (reroll)    5-6-3-6-3  (reroll)    5-6-5-4-1  (reroll)
5-6-2-2-6  (reroll)    5-6-3-6-4  (reroll)    5-6-5-4-2  (reroll)
5-6-2-3-1  (reroll)    5-6-3-6-5  (reroll)    5-6-5-4-3  (reroll)
5-6-2-3-2  (reroll)    5-6-3-6-6  (reroll)    5-6-5-4-4  (reroll)
5-6-2-3-3  (reroll)    5-6-4-1-1  (reroll)    5-6-5-4-5  (reroll)
5-6-2-3-4  (reroll)    5-6-4-1-2  (reroll)    5-6-5-4-6  (reroll)
5-6-2-3-5  (reroll)    5-6-4-1-3  (reroll)    5-6-5-5-1  (reroll)
5-6-2-3-6  (reroll)    5-6-4-1-4  (reroll)    5-6-5-5-2  (reroll)
5-6-2-4-1  (reroll)    5-6-4-1-5  (reroll)    5-6-5-5-3  (reroll)
5-6-2-4-2  (reroll)    5-6-4-1-6  (reroll)    5-6-5-5-4  (reroll)
5-6-2-4-3  (reroll)    5-6-4-2-1  (reroll)    5-6-5-5-5  (reroll)
5-6-2-4-4  (reroll)    5-6-4-2-2  (reroll)    5-6-5-5-6  (reroll)

BIP39 dice table -- throw 5d6, read left to right   page 38 of 45
1632 of 7776 throws say (reroll)  this page: 5-6-5-6-1 .. 6-1-4-4-6

5-6-5-6-1  (reroll)    6-1-1-3-5  (reroll)    6-1-3-1-3  (reroll)
5-6-5-6-2  (reroll)    6-1-1-3-6  (reroll)    6-1-3-1-4  (reroll)
5-6-5-6-3  (reroll)    6-1-1-4-1  (reroll)    6-1-3-1-5  (reroll)
5-6-5-6-4  (reroll)    6-1-1-4-2  (reroll)    6-1-3-1-6  (reroll)
5-6-5-6-5  (reroll)    6-1-1-4-3  (reroll)    6-1-3-2-1  (reroll)
5-6-5-6-6  (reroll)    6-1-1-4-4  (reroll)    6-1-3-2-2  (reroll)
5-6-6-1-1  (reroll)    6-1-1-4-5  (reroll)    6-1-3-2-3  (reroll)
5-6-6-1-2  (reroll)    6-1-1-4-6  (reroll)    6-1-3-2-4  (reroll)
5-6-6-1-3  (reroll)    6-1-1-5-1  (reroll)    6-1-3-2-5  (reroll)
5-6-6-1-4  (reroll)    6-1-1-5-2  (reroll)    6-1-3-2-6  (reroll)
5-6-6-1-5  (reroll)    6-1-1-5-3  (reroll)    6-1-3-3-1  (reroll)
5-6-6-1-6  (reroll)    6-1-1-5-4  (reroll)    6-1-3-3-2  (reroll)
5-6-6-2-1  (reroll)    6-1-1-5-5  (reroll)    6-1-3-3-3  (reroll)
5-6-6-2-2  (reroll)    6-1-1-5-6  (reroll)    6-1-3-3-4  (reroll)
5-6-6-2-3  (reroll)    6-1-1-6-1  (reroll)    6-1-3-3-5  (reroll)
5-6-6-2-4  (reroll)    6-1-1-6-2  (reroll)    6-1-3-3-6  (reroll)
5-6-6-2-5  (reroll)    6-1-1-6-3  (reroll)    6-1-3-4-1  (reroll)
5-6-6-2-6  (reroll)    6-1-1-6-4  (reroll)    6-1-3-4-2  (reroll)
5-6-6-3-1  (reroll)    6-1-1-6-5  (reroll)    6-1-3-4-3  (reroll)
5-6-6-3-2  (reroll)    6-1-1-6-6  (reroll)    6-1-3-4-4  (reroll)
5-6-6-3-3  (reroll)    6-1-2-1-1  (reroll)    6-1-3-4-5  (reroll)
5-6-6-3-4  (reroll)    6-1-2-1-2  (reroll)    6-1-3-4-6  (reroll)
5-6-6-3-5  (reroll)    6-1-2-1-3  (reroll)    6-1-3-5-1  (reroll)
5-6-6-3-6  (reroll)    6-1-2-1-4  (reroll)    6-1-3-5-2  (reroll)
5-6-6-4-1  (reroll)    6-1-2-1-5  (reroll)    6-1-3-5-3  (reroll)
5-6-6-4-2  (reroll)    6-1-2-1-6  (reroll)    6-1-3-5-4  (reroll)
5-6-6-4-3  (reroll)    6-1-2-2-1  (reroll)    6-1-3-5-5  (reroll)
5-6-6-4-4  (reroll)    6-1-2-2-2  (reroll)    6-1-3-5-6  (reroll)
5-6-6-4-5  (reroll)    6-1-2-2-3  (reroll)    6-1-3-6-1  (reroll)
5-6-6-4-6  (reroll)    6-1-2-2-4  (reroll)    6-1-3-6-2  (reroll)
5-6-6-5-1  (reroll)    6-1-2-2-5  (reroll)    6-1-3-6-3  (reroll)
5-6-6-5-2  (reroll)    6-1-2-2-6  (reroll)    6-1-3-6-4  (reroll)
5-6-6-5-3  (reroll)    6-1-2-3-1  (reroll)    6-1-3-6-5  (reroll)
5-6-6-5-4  (reroll)    6-1-2-3-2  (reroll)    6-1-3-6-6  (reroll)
5-6-6-5-5  (reroll)    6-1-2-3-3  (reroll)    6-1-4-1-1  (reroll)
5-6-6-5-6  (reroll)    6-1-2-3-4  (reroll)    6-1-4-1-2  (reroll)
5-6-6-6-1  (reroll)    6-1-2-3-5  (reroll)    6-1-4-1-3  (reroll)
5-6-6-6-2  (reroll)    6-1-2-3-6  (reroll)    6-1-4-1-4  (reroll)
5-6-6-6-3  (reroll)    6-1-2-4-1  (reroll)    6-1-4-1-5  (reroll)
5-6-6-6-4  (reroll)    6-1-2-4-2  (reroll)    6-1-4-1-6  (reroll)
5-6-6-6-5  (reroll)    6-1-2-4-3  (reroll)    6-1-4-2-1  (reroll)
5-6-6-6-6  (reroll)    6-1-2-4-4  (reroll)    6-1-4-2-2  (reroll)
6-1-1-1-1  (reroll)    6-1-2-4-5  (reroll)    6-1-4-2-3  (reroll)
6-1-1-1-2  (reroll)    6-1-2-4-6  (reroll)    6-1-4-2-4  (reroll)
6-1-1-1-3  (reroll)    6-1-2-5-1  (reroll)    6-1-4-2-5  (reroll)
6-1-1-1-4  (reroll)    6-1-2-5-2  (reroll)    6-1-4-2-6  (reroll)
6-1-1-1-5  (reroll)    6-1-2-5-3  (reroll)    6-1-4-3-1  (reroll)
6-1-1-1-6  (reroll)    6-1-2-5-4  (reroll)    6-1-4-3-2  (reroll)
6-1-1-2-1  (reroll)    6-1-2-5-5  (reroll)    6-1-4-3-3  (reroll)
6-1-1-2-2  (reroll)    6-1-2-5-6  (reroll)    6-1-4-3-4  (reroll)
6-1-1-2-3  (reroll)    6-1-2-6-1  (reroll)    6-1-4-3-5  (reroll)
6-1-1-2-4  (reroll)    6-1-2-6-2  (reroll)    6-1-4-3-6  (reroll)
6-1-1-2-5  (reroll)    6-1-2-6-3  (reroll)    6-1-4-4-1  (reroll)
6-1-1-2-6  (reroll)    6-1-2-6-4  (reroll)    6-1-4-4-2  (reroll)
6-1-1-3-1  (reroll)    6-1-2-6-5  (reroll)    6-1-4-4-3  (reroll)
6-1-1-3-2  (reroll)    6-1-2-6-6  (reroll)    6-1-4-4-4  (reroll)
6-1-1-3-3  (reroll)    6-1-3-1-1  (reroll)    6-1-4-4-5  (reroll)
6-1-1-3-4  (reroll)    6-1-3-1-2  (reroll)    6-1-4-4-6  (reroll)

BIP39 dice table -- throw 5d6, read left to right   page 39 of 45
1632 of 7776 throws say (reroll)  this page: 6-1-4-5-1 .. 6-2-3-3-6

6-1-4-5-1  (reroll)    6-1-6-2-5  (reroll)    6-2-1-6-3  (reroll)
6-1-4-5-2  (reroll)    6-1-6-2-6  (reroll)    6-2-1-6-4  (reroll)
6-1-4-5-3  (reroll)    6-1-6-3-1  (reroll)    6-2-1-6-5  (reroll)
6-1-4-5-4  (reroll)    6-1-6-3-2  (reroll)    6-2-1-6-6  (reroll)
6-1-4-5-5  (reroll)    6-1-6-3-3  (reroll)    6-2-2-1-1  (reroll)
6-1-4-5-6  (reroll)    6-1-6-3-4  (reroll)    6-2-2-1-2  (reroll)
6-1-4-6-1  (reroll)    6-1-6-3-5  (reroll)    6-2-2-1-3  (reroll)
6-1-4-6-2  (reroll)    6-1-6-3-6  (reroll)    6-2-2-1-4  (reroll)
6-1-4-6-3  (reroll)    6-1-6-4-1  (reroll)    6-2-2-1-5  (reroll)
6-1-4-6-4  (reroll)    6-1-6-4-2  (reroll)    6-2-2-1-6  (reroll)
6-1-4-6-5  (reroll)    6-1-6-4-3  (reroll)    6-2-2-2-1  (reroll)
6-1-4-6-6  (reroll)    6-1-6-4-4  (reroll)    6-2-2-2-2  (reroll)
6-1-5-1-1  (reroll)    6-1-6-4-5  (reroll)    6-2-2-2-3  (reroll)
6-1-5-1-2  (reroll)    6-1-6-4-6  (reroll)    6-2-2-2-4  (reroll)
6-1-5-1-3  (reroll)    6-1-6-5-1  (reroll)    6-2-2-2-5  (reroll)
6-1-5-1-4  (reroll)    6-1-6-5-2  (reroll)    6-2-2-2-6  (reroll)
6-1-5-1-5  (reroll)    6-1-6-5-3  (reroll)    6-2-2-3-1  (reroll)
6-1-5-1-6  (reroll)    6-1-6-5-4  (reroll)    6-2-2-3-2  (reroll)
6-1-5-2-1  (reroll)    6-1-6-5-5  (reroll)    6-2-2-3-3  (reroll)
6-1-5-2-2  (reroll)    6-1-6-5-6  (reroll)    6-2-2-3-4  (reroll)
6-1-5-2-3  (reroll)    6-1-6-6-1  (reroll)    6-2-2-3-5  (reroll)
6-1-5-2-4  (reroll)    6-1-6-6-2  (reroll)    6-2-2-3-6  (reroll)
6-1-5-2-5  (reroll)    6-1-6-6-3  (reroll)    6-2-2-4-1  (reroll)
6-1-5-2-6  (reroll)    6-1-6-6-4  (reroll)    6-2-2-4-2  (reroll)
6-1-5-3-1  (reroll)    6-1-6-6-5  (reroll)    6-2-2-4-3  (reroll)
6-1-5-3-2  (reroll)    6-1-6-6-6  (reroll)    6-2-2-4-4  (reroll)
6-1-5-3-3  (reroll)    6-2-1-1-1  (reroll)    6-2-2-4-5  (reroll)
6-1-5-3-4  (reroll)    6-2-1-1-2  (reroll)    6-2-2-4-6  (reroll)
6-1-5-3-5  (reroll)    6-2-1-1-3  (reroll)    6-2-2-5-1  (reroll)
6-1-5-3-6  (reroll)    6-2-1-1-4  (reroll)    6-2-2-5-2  (reroll)
6-1-5-4-1  (reroll)    6-2-1-1-5  (reroll)    6-2-2-5-3  (reroll)
6-1-5-4-2  (reroll)    6-2-1-1-6  (reroll)    6-2-2-5-4  (reroll)
6-1-5-4-3  (reroll)    6-2-1-2-1  (reroll)    6-2-2-5-5  (reroll)
6-1-5-4-4  (reroll)    6-2-1-2-2  (reroll)    6-2-2-5-6  (reroll)
6-1-5-4-5  (reroll)    6-2-1-2-3  (reroll)    6-2-2-6-1  (reroll)
6-1-5-4-6  (reroll)    6-2-1-2-4  (reroll)    6-2-2-6-2  (reroll)
6-1-5-5-1  (reroll)    6-2-1-2-5  (reroll)    6-2-2-6-3  (reroll)
6-1-5-5-2  (reroll)    6-2-1-2-6  (reroll)    6-2-2-6-4  (reroll)
6-1-5-5-3  (reroll)    6-2-1-3-1  (reroll)    6-2-2-6-5  (reroll)
6-1-5-5-4  (reroll)    6-2-1-3-2  (reroll)    6-2-2-6-6  (reroll)
6-1-5-5-5  (reroll)    6-2-1-3-3  (reroll)    6-2-3-1-1  (reroll)
6-1-5-5-6  (reroll)    6-2-1-3-4  (reroll)    6-2-3-1-2  (reroll)
6-1-5-6-1  (reroll)    6-2-1-3-5  (reroll)    6-2-3-1-3  (reroll)
6-1-5-6-2  (reroll)    6-2-1-3-6  (reroll)    6-2-3-1-4  (reroll)
6-1-5-6-3  (reroll)    6-2-1-4-1  (reroll)    6-2-3-1-5  (reroll)
6-1-5-6-4  (reroll)    6-2-1-4-2  (reroll)    6-2-3-1-6  (reroll)
6-1-5-6-5  (reroll)    6-2-1-4-3  (reroll)    6-2-3-2-1  (reroll)
6-1-5-6-6  (reroll)    6-2-1-4-4  (reroll)    6-2-3-2-2  (reroll)
6-1-6-1-1  (reroll)    6-2-1-4-5  (reroll)    6-2-3-2-3  (reroll)
6-1-6-1-2  (reroll)    6-2-1-4-6  (reroll)    6-2-3-2-4  (reroll)
6-1-6-1-3  (reroll)    6-2-1-5-1  (reroll)    6-2-3-2-5  (reroll)
6-1-6-1-4  (reroll)    6-2-1-5-2  (reroll)    6-2-3-2-6  (reroll)
6-1-6-1-5  (reroll)    6-2-1-5-3  (reroll)    6-2-3-3-1  (reroll)
6-1-6-1-6  (reroll)    6-2-1-5-4  (reroll)    6-2-3-3-2  (reroll)
6-1-6-2-1  (reroll)    6-2-1-5-5  (reroll)    6-2-3-3-3  (reroll)
6-1-6-2-2  (reroll)    6-2-1-5-6  (reroll)    6-2-3-3-4  (reroll)
6-1-6-2-3  (reroll)    6-2-1-6-1  (reroll)    6-2-3-3-5  (reroll)
6-1-6-2-4  (reroll)    6-2-1-6-2  (reroll)    6-2-3-3-6  (reroll)

BIP39 dice table -- throw 5d6, read left to right   page 40 of 45
1632 of 7776 throws say (reroll)  this page: 6-2-3-4-1 .. 6-3-2-2-6

6-2-3-4-1  (reroll)    6-2-5-1-5  (reroll)    6-2-6-5-3  (reroll)
6-2-3-4-2  (reroll)    6-2-5-1-6  (reroll)    6-2-6-5-4  (reroll)
6-2-3-4-3  (reroll)    6-2-5-2-1  (reroll)    6-2-6-5-5  (reroll)
6-2-3-4-4  (reroll)    6-2-5-2-2  (reroll)    6-2-6-5-6  (reroll)
6-2-3-4-5  (reroll)    6-2-5-2-3  (reroll)    6-2-6-6-1  (reroll)
6-2-3-4-6  (reroll)    6-2-5-2-4  (reroll)    6-2-6-6-2  (reroll)
6-2-3-5-1  (reroll)    6-2-5-2-5  (reroll)    6-2-6-6-3  (reroll)
6-2-3-5-2  (reroll)    6-2-5-2-6  (reroll)    6-2-6-6-4  (reroll)
6-2-3-5-3  (reroll)    6-2-5-3-1  (reroll)    6-2-6-6-5  (reroll)
6-2-3-5-4  (reroll)    6-2-5-3-2  (reroll)    6-2-6-6-6  (reroll)
6-2-3-5-5  (reroll)    6-2-5-3-3  (reroll)    6-3-1-1-1  (reroll)
6-2-3-5-6  (reroll)    6-2-5-3-4  (reroll)    6-3-1-1-2  (reroll)
6-2-3-6-1  (reroll)    6-2-5-3-5  (reroll)    6-3-1-1-3  (reroll)
6-2-3-6-2  (reroll)    6-2-5-3-6  (reroll)    6-3-1-1-4  (reroll)
6-2-3-6-3  (reroll)    6-2-5-4-1  (reroll)    6-3-1-1-5  (reroll)
6-2-3-6-4  (reroll)    6-2-5-4-2  (reroll)    6-3-1-1-6  (reroll)
6-2-3-6-5  (reroll)    6-2-5-4-3  (reroll)    6-3-1-2-1  (reroll)
6-2-3-6-6  (reroll)    6-2-5-4-4  (reroll)    6-3-1-2-2  (reroll)
6-2-4-1-1  (reroll)    6-2-5-4-5  (reroll)    6-3-1-2-3  (reroll)
6-2-4-1-2  (reroll)    6-2-5-4-6  (reroll)    6-3-1-2-4  (reroll)
6-2-4-1-3  (reroll)    6-2-5-5-1  (reroll)    6-3-1-2-5  (reroll)
6-2-4-1-4  (reroll)    6-2-5-5-2  (reroll)    6-3-1-2-6  (reroll)
6-2-4-1-5  (reroll)    6-2-5-5-3  (reroll)    6-3-1-3-1  (reroll)
6-2-4-1-6  (reroll)    6-2-5-5-4  (reroll)    6-3-1-3-2  (reroll)
6-2-4-2-1  (reroll)    6-2-5-5-5  (reroll)    6-3-1-3-3  (reroll)
6-2-4-2-2  (reroll)    6-2-5-5-6  (reroll)    6-3-1-3-4  (reroll)
6-2-4-2-3  (reroll)    6-2-5-6-1  (reroll)    6-3-1-3-5  (reroll)
6-2-4-2-4  (reroll)    6-2-5-6-2  (reroll)    6-3-1-3-6  (reroll)
6-2-4-2-5  (reroll)    6-2-5-6-3  (reroll)    6-3-1-4-1  (reroll)
6-2-4-2-6  (reroll)    6-2-5-6-4  (reroll)    6-3-1-4-2  (reroll)
6-2-4-3-1  (reroll)    6-2-5-6-5  (reroll)    6-3-1-4-3  (reroll)
6-2-4-3-2  (reroll)    6-2-5-6-6  (reroll)    6-3-1-4-4  (reroll)
6-2-4-3-3  (reroll)    6-2-6-1-1  (reroll)    6-3-1-4-5  (reroll)
6-2-4-3-4  (reroll)    6-2-6-1-2  (reroll)    6-3-1-4-6  (reroll)
6-2-4-3-5  (reroll)    6-2-6-1-3  (reroll)    6-3-1-5-1  (reroll)
6-2-4-3-6  (reroll)    6-2-6-1-4  (reroll)    6-3-1-5-2  (reroll)
6-2-4-4-1  (reroll)    6-2-6-1-5  (reroll)    6-3-1-5-3  (reroll)
6-2-4-4-2  (reroll)    6-2-6-1-6  (reroll)    6-3-1-5-4  (reroll)
6-2-4-4-3  (reroll)    6-2-6-2-1  (reroll)    6-3-1-5-5  (reroll)
6-2-4-4-4  (reroll)    6-2-6-2-2  (reroll)    6-3-1-5-6  (reroll)
6-2-4-4-5  (reroll)    6-2-6-2-3  (reroll)    6-3-1-6-1  (reroll)
6-2-4-4-6  (reroll)    6-2-6-2-4  (reroll)    6-3-1-6-2  (reroll)
6-2-4-5-1  (reroll)    6-2-6-2-5  (reroll)    6-3-1-6-3  (reroll)
6-2-4-5-2  (reroll)    6-2-6-2-6  (reroll)    6-3-1-6-4  (reroll)
6-2-4-5-3  (reroll)    6-2-6-3-1  (reroll)    6-3-1-6-5  (reroll)
6-2-4-5-4  (reroll)    6-2-6-3-2  (reroll)    6-3-1-6-6  (reroll)
6-2-4-5-5  (reroll)    6-2-6-3-3  (reroll)    6-3-2-1-1  (reroll)
6-2-4-5-6  (reroll)    6-2-6-3-4  (reroll)    6-3-2-1-2  (reroll)
6-2-4-6-1  (reroll)    6-2-6-3-5  (reroll)    6-3-2-1-3  (reroll)
6-2-4-6-2  (reroll)    6-2-6-3-6  (reroll)    6-3-2-1-4  (reroll)
6-2-4-6-3  (reroll)    6-2-6-4-1  (reroll)    6-3-2-1-5  (reroll)
6-2-4-6-4  (reroll)    6-2-6-4-2  (reroll)    6-3-2-1-6  (reroll)
6-2-4-6-5  (reroll)    6-2-6-4-3  (reroll)    6-3-2-2-1  (reroll)
6-2-4-6-6  (reroll)    6-2-6-4-4  (reroll)    6-3-2-2-2  (reroll)
6-2-5-1-1  (reroll)    6-2-6-4-5  (reroll)    6-3-2-2-3  (reroll)
6-2-5-1-2  (reroll)    6-2-6-4-6  (reroll)    6-3-2-2-4  (reroll)
6-2-5-1-3  (reroll)    6-2-6-5-1  (reroll)    6-3-2-2-5  (reroll)
6-2-5-1-4  (reroll)    6-2-6-5-2  (reroll)    6-3-2-2-6  (reroll)

BIP39 dice table -- throw 5d6, read left to right   page 41 of 45
